id,year,state_name,state_code,district_name,district_code,crop_name,crop_code,crop_type,season,area,area_unit,production,production_unit,yield,yield_unit
26221,1999-2000,Bihar,10,Purnia,214,Tobacco,1302.0,Drugs And Narcotics,Whole Year,65.0,Hectare,66.0,Tonnes,1.015,Tonnes/Hectare
26222,1999-2000,Bihar,10,Purnia,214,Turmeric,504.0,Spices,Whole Year,128.0,Hectare,255.0,Tonnes,1.992,Tonnes/Hectare
26223,1999-2000,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,3262.0,Hectare,2515.0,Tonnes,0.771,Tonnes/Hectare
26224,1999-2000,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,50304.0,Hectare,96274.0,Tonnes,1.914,Tonnes/Hectare
27370,1999-2000,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,1217.0,Hectare,500.0,Tonnes,0.411,Tonnes/Hectare
27371,1999-2000,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,59169.0,Hectare,65000.0,Tonnes,1.099,Tonnes/Hectare
27372,1999-2000,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,2283.0,Hectare,5000.0,Tonnes,2.19,Tonnes/Hectare
27373,1999-2000,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,230.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
27374,1999-2000,Haryana,6,Gurugram,62,Dry Chillies,502.0,Spices,Whole Year,89.0,Hectare,100.0,Tonnes,1.124,Tonnes/Hectare
27375,1999-2000,Haryana,6,Gurugram,62,Gram,201.0,Pulses,Rabi,4678.0,Hectare,4000.0,Tonnes,0.855,Tonnes/Hectare
27376,1999-2000,Haryana,6,Gurugram,62,Groundnut,1001.0,Oilseeds,Kharif,79.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
27377,1999-2000,Haryana,6,Gurugram,62,Jowar,102.0,Cereals,Kharif,18640.0,Hectare,3000.0,Tonnes,0.161,Tonnes/Hectare
27378,1999-2000,Haryana,6,Gurugram,62,Maize,104.0,Cereals,Kharif,8.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
27379,1999-2000,Haryana,6,Gurugram,62,Masoor,205.0,Pulses,Rabi,1823.0,Hectare,800.0,Tonnes,0.439,Tonnes/Hectare
27380,1999-2000,Haryana,6,Gurugram,62,Moong(Green Gram),204.0,Pulses,Kharif,78.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
27381,1999-2000,Haryana,6,Gurugram,62,Onion,708.0,Vegetable,Whole Year,851.0,Hectare,11300.0,Tonnes,13.278,Tonnes/Hectare
27382,1999-2000,Haryana,6,Gurugram,62,Peas & Beans (Pulses),213.0,Pulses,Rabi,155.0,Hectare,100.0,Tonnes,0.645,Tonnes/Hectare
27383,1999-2000,Haryana,6,Gurugram,62,Potato,701.0,Vegetable,Whole Year,16.0,Hectare,300.0,Tonnes,18.75,Tonnes/Hectare
27384,1999-2000,Haryana,6,Gurugram,62,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,43566.0,Hectare,61000.0,Tonnes,1.4,Tonnes/Hectare
27385,1999-2000,Haryana,6,Gurugram,62,Rice,101.0,Cereals,Kharif,9465.0,Hectare,22000.0,Tonnes,2.324,Tonnes/Hectare
27386,1999-2000,Haryana,6,Gurugram,62,Sesamum,1003.0,Oilseeds,Kharif,1387.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
27387,1999-2000,Haryana,6,Gurugram,62,Sugarcane,401.0,Sugar,Whole Year,254.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
27388,1999-2000,Haryana,6,Gurugram,62,Wheat,106.0,Cereals,Rabi,129579.0,Hectare,486000.0,Tonnes,3.751,Tonnes/Hectare
42459,2000-2001,Haryana,6,Gurugram,62,Urad,203.0,Pulses,Kharif,16.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
37524,1999-2000,Uttar Pradesh,9,Varanasi,187,Arhar/Tur,202.0,Pulses,Kharif,5750.0,Hectare,8187.0,Tonnes,1.424,Tonnes/Hectare
37525,1999-2000,Uttar Pradesh,9,Varanasi,187,Bajra,103.0,Cereals,Kharif,5255.0,Hectare,5012.0,Tonnes,0.954,Tonnes/Hectare
37526,1999-2000,Uttar Pradesh,9,Varanasi,187,Barley,107.0,Cereals,Rabi,258.0,Hectare,439.0,Tonnes,1.702,Tonnes/Hectare
37527,1999-2000,Uttar Pradesh,9,Varanasi,187,Gram,201.0,Pulses,Rabi,2963.0,Hectare,2961.0,Tonnes,0.999,Tonnes/Hectare
37528,1999-2000,Uttar Pradesh,9,Varanasi,187,Jowar,102.0,Cereals,Kharif,2899.0,Hectare,2527.0,Tonnes,0.872,Tonnes/Hectare
37529,1999-2000,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Kharif,5932.0,Hectare,6788.0,Tonnes,1.144,Tonnes/Hectare
37530,1999-2000,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Rabi,16.0,Hectare,23.0,Tonnes,1.438,Tonnes/Hectare
37531,1999-2000,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Total,5948.0,Hectare,6811.0,Tonnes,1.145,Tonnes/Hectare
37532,1999-2000,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Kharif,495.0,Hectare,231.0,Tonnes,0.467,Tonnes/Hectare
37533,1999-2000,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Summer,16.0,Hectare,12.0,Tonnes,0.75,Tonnes/Hectare
37534,1999-2000,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Total,511.0,Hectare,243.0,Tonnes,0.476,Tonnes/Hectare
37535,1999-2000,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Whole Year,476.0,Hectare,6015.0,Tonnes,12.637,Tonnes/Hectare
37536,1999-2000,Uttar Pradesh,9,Varanasi,187,Peas & Beans (Pulses),213.0,Pulses,Whole Year,2198.0,Hectare,2279.0,Tonnes,1.037,Tonnes/Hectare
37537,1999-2000,Uttar Pradesh,9,Varanasi,187,Potato,701.0,Vegetable,Whole Year,4597.0,Hectare,104967.0,Tonnes,22.834,Tonnes/Hectare
37538,1999-2000,Uttar Pradesh,9,Varanasi,187,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,676.0,Hectare,522.0,Tonnes,0.772,Tonnes/Hectare
37539,1999-2000,Uttar Pradesh,9,Varanasi,187,Rice,101.0,Cereals,Kharif,50073.0,Hectare,136151.0,Tonnes,2.719,Tonnes/Hectare
37540,1999-2000,Uttar Pradesh,9,Varanasi,187,Sugarcane,401.0,Sugar,Whole Year,8720.0,Hectare,350928.0,Tonnes,40.244,Tonnes/Hectare
37541,1999-2000,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Kharif,2277.0,Hectare,856.0,Tonnes,0.376,Tonnes/Hectare
37542,1999-2000,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Summer,1.0,Hectare,1.0,Tonnes,1.0,Tonnes/Hectare
37543,1999-2000,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Total,2278.0,Hectare,857.0,Tonnes,0.376,Tonnes/Hectare
37544,1999-2000,Uttar Pradesh,9,Varanasi,187,Wheat,106.0,Cereals,Rabi,68652.0,Hectare,185859.0,Tonnes,2.707,Tonnes/Hectare
40865,2000-2001,Bihar,10,Purnia,214,Arhar/Tur,202.0,Pulses,Kharif,182.0,Hectare,318.0,Tonnes,1.747,Tonnes/Hectare
40866,2000-2001,Bihar,10,Purnia,214,Banana,606.0,Fruits,Whole Year,1232.0,Hectare,3474.0,Tonnes,2.82,Tonnes/Hectare
40867,2000-2001,Bihar,10,Purnia,214,Barley,107.0,Cereals,Rabi,14.0,Hectare,16.0,Tonnes,1.143,Tonnes/Hectare
40868,2000-2001,Bihar,10,Purnia,214,Coriander,509.0,Spices,Whole Year,36.0,Hectare,17.0,Tonnes,0.472,Tonnes/Hectare
40869,2000-2001,Bihar,10,Purnia,214,Dry Chillies,502.0,Spices,Whole Year,105.0,Hectare,90.0,Tonnes,0.857,Tonnes/Hectare
40870,2000-2001,Bihar,10,Purnia,214,Garlic,508.0,Spices,Whole Year,59.0,Hectare,73.0,Tonnes,1.237,Tonnes/Hectare
40871,2000-2001,Bihar,10,Purnia,214,Ginger,503.0,Spices,Kharif,11.0,Hectare,15.0,Tonnes,1.364,Tonnes/Hectare
40872,2000-2001,Bihar,10,Purnia,214,Gram,201.0,Pulses,Rabi,46.0,Hectare,42.0,Tonnes,0.913,Tonnes/Hectare
40873,2000-2001,Bihar,10,Purnia,214,Horse-Gram,206.0,Pulses,Kharif,1147.0,Hectare,1058.0,Tonnes,0.922,Tonnes/Hectare
40874,2000-2001,Bihar,10,Purnia,214,Jute,1102.0,Fiber Crops,Kharif,20577.0,Hectare,167588.0,Tonnes,8.144,Tonnes/Hectare
40875,2000-2001,Bihar,10,Purnia,214,Khesari,521.0,Spices,Rabi,2067.0,Hectare,1635.0,Tonnes,0.791,Tonnes/Hectare
40876,2000-2001,Bihar,10,Purnia,214,Linseed,1005.0,Oilseeds,Rabi,1147.0,Hectare,789.0,Tonnes,0.688,Tonnes/Hectare
40877,2000-2001,Bihar,10,Purnia,214,Maize,104.0,Cereals,Kharif,9296.0,Hectare,21693.0,Tonnes,2.334,Tonnes/Hectare
40878,2000-2001,Bihar,10,Purnia,214,Maize,104.0,Cereals,Rabi,14411.0,Hectare,44847.0,Tonnes,3.112,Tonnes/Hectare
40879,2000-2001,Bihar,10,Purnia,214,Maize,104.0,Cereals,Summer,17740.0,Hectare,51450.0,Tonnes,2.9,Tonnes/Hectare
40880,2000-2001,Bihar,10,Purnia,214,Maize,104.0,Cereals,Total,41447.0,Hectare,117990.0,Tonnes,2.847,Tonnes/Hectare
40881,2000-2001,Bihar,10,Purnia,214,Masoor,205.0,Pulses,Rabi,3811.0,Hectare,3304.0,Tonnes,0.867,Tonnes/Hectare
40882,2000-2001,Bihar,10,Purnia,214,Mesta,1103.0,Fiber Crops,Kharif,14794.0,Hectare,98216.0,Tonnes,6.639,Tonnes/Hectare
40883,2000-2001,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Kharif,3788.0,Hectare,1651.0,Tonnes,0.436,Tonnes/Hectare
40884,2000-2001,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Rabi,9605.0,Hectare,8135.0,Tonnes,0.847,Tonnes/Hectare
40885,2000-2001,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Total,13393.0,Hectare,9786.0,Tonnes,0.731,Tonnes/Hectare
40886,2000-2001,Bihar,10,Purnia,214,Onion,708.0,Vegetable,Whole Year,336.0,Hectare,2644.0,Tonnes,7.869,Tonnes/Hectare
40887,2000-2001,Bihar,10,Purnia,214,Other Kharif Pulses,288.0,Pulses,Kharif,77.0,Hectare,40.0,Tonnes,0.519,Tonnes/Hectare
40888,2000-2001,Bihar,10,Purnia,214,Peas & Beans (Pulses),213.0,Pulses,Rabi,390.0,Hectare,432.0,Tonnes,1.108,Tonnes/Hectare
40889,2000-2001,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Whole Year,10786.0,Hectare,87102.0,Tonnes,8.075,Tonnes/Hectare
40890,2000-2001,Bihar,10,Purnia,214,Ragi,105.0,Cereals,Kharif,175.0,Hectare,454.0,Tonnes,2.594,Tonnes/Hectare
40891,2000-2001,Bihar,10,Purnia,214,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,3292.0,Hectare,4790.0,Tonnes,1.455,Tonnes/Hectare
40892,2000-2001,Bihar,10,Purnia,214,Rice,101.0,Cereals,Autumn,69489.0,Hectare,84160.0,Tonnes,1.211,Tonnes/Hectare
40893,2000-2001,Bihar,10,Purnia,214,Rice,101.0,Cereals,Kharif,25315.0,Hectare,45343.0,Tonnes,1.791,Tonnes/Hectare
40894,2000-2001,Bihar,10,Purnia,214,Rice,101.0,Cereals,Summer,19963.0,Hectare,35896.0,Tonnes,1.798,Tonnes/Hectare
40895,2000-2001,Bihar,10,Purnia,214,Rice,101.0,Cereals,Total,114767.0,Hectare,165399.0,Tonnes,1.441,Tonnes/Hectare
40896,2000-2001,Bihar,10,Purnia,214,Sesamum,1003.0,Oilseeds,Kharif,9.0,Hectare,4.0,Tonnes,0.444,Tonnes/Hectare
40897,2000-2001,Bihar,10,Purnia,214,Small Millets,108.0,Cereals,Kharif,143.0,Hectare,74.0,Tonnes,0.517,Tonnes/Hectare
40898,2000-2001,Bihar,10,Purnia,214,Sugarcane,401.0,Sugar,Whole Year,26.0,Hectare,750.0,Tonnes,28.846,Tonnes/Hectare
40899,2000-2001,Bihar,10,Purnia,214,Sunflower,1007.0,Oilseeds,Kharif,3190.0,Hectare,4581.0,Tonnes,1.436,Tonnes/Hectare
40900,2000-2001,Bihar,10,Purnia,214,Sweet Potato,703.0,Vegetable,Whole Year,16.0,Hectare,273.0,Tonnes,17.062,Tonnes/Hectare
40901,2000-2001,Bihar,10,Purnia,214,Tobacco,1302.0,Drugs And Narcotics,Whole Year,48.0,Hectare,56.0,Tonnes,1.167,Tonnes/Hectare
40902,2000-2001,Bihar,10,Purnia,214,Turmeric,504.0,Spices,Whole Year,8.0,Hectare,8.0,Tonnes,1.0,Tonnes/Hectare
40903,2000-2001,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,3042.0,Hectare,2105.0,Tonnes,0.692,Tonnes/Hectare
40904,2000-2001,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,52485.0,Hectare,94510.0,Tonnes,1.801,Tonnes/Hectare
42440,2000-2001,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,768.0,Hectare,300.0,Tonnes,0.391,Tonnes/Hectare
42441,2000-2001,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,64735.0,Hectare,78000.0,Tonnes,1.205,Tonnes/Hectare
42442,2000-2001,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,3966.0,Hectare,10000.0,Tonnes,2.521,Tonnes/Hectare
42443,2000-2001,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,71.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
42444,2000-2001,Haryana,6,Gurugram,62,Dry Chillies,502.0,Spices,Whole Year,41.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
42445,2000-2001,Haryana,6,Gurugram,62,Gram,201.0,Pulses,Rabi,880.0,Hectare,1000.0,Tonnes,1.136,Tonnes/Hectare
42446,2000-2001,Haryana,6,Gurugram,62,Groundnut,1001.0,Oilseeds,Kharif,49.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
42447,2000-2001,Haryana,6,Gurugram,62,Jowar,102.0,Cereals,Kharif,19374.0,Hectare,4200.0,Tonnes,0.217,Tonnes/Hectare
42448,2000-2001,Haryana,6,Gurugram,62,Maize,104.0,Cereals,Kharif,8.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
42449,2000-2001,Haryana,6,Gurugram,62,Masoor,205.0,Pulses,Rabi,352.0,Hectare,100.0,Tonnes,0.284,Tonnes/Hectare
42450,2000-2001,Haryana,6,Gurugram,62,Moong(Green Gram),204.0,Pulses,Kharif,37.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
42451,2000-2001,Haryana,6,Gurugram,62,Onion,708.0,Vegetable,Whole Year,1219.0,Hectare,14600.0,Tonnes,11.977,Tonnes/Hectare
42452,2000-2001,Haryana,6,Gurugram,62,Peas & Beans (Pulses),213.0,Pulses,Rabi,203.0,Hectare,100.0,Tonnes,0.493,Tonnes/Hectare
42453,2000-2001,Haryana,6,Gurugram,62,Potato,701.0,Vegetable,Whole Year,27.0,Hectare,500.0,Tonnes,18.519,Tonnes/Hectare
42454,2000-2001,Haryana,6,Gurugram,62,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,32106.0,Hectare,48000.0,Tonnes,1.495,Tonnes/Hectare
42455,2000-2001,Haryana,6,Gurugram,62,Rice,101.0,Cereals,Kharif,7881.0,Hectare,20000.0,Tonnes,2.538,Tonnes/Hectare
42456,2000-2001,Haryana,6,Gurugram,62,Sannhamp,1104.0,Fiber Crops,Whole Year,1.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
42457,2000-2001,Haryana,6,Gurugram,62,Sesamum,1003.0,Oilseeds,Kharif,1074.0,Hectare,200.0,Tonnes,0.186,Tonnes/Hectare
42458,2000-2001,Haryana,6,Gurugram,62,Sugarcane,401.0,Sugar,Whole Year,202.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
42460,2000-2001,Haryana,6,Gurugram,62,Wheat,106.0,Cereals,Rabi,136504.0,Hectare,481000.0,Tonnes,3.524,Tonnes/Hectare
57245,2001-2002,Haryana,6,Gurugram,62,Urad,203.0,Pulses,Kharif,121.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
52306,2000-2001,Uttar Pradesh,9,Varanasi,187,Arhar/Tur,202.0,Pulses,Kharif,5775.0,Hectare,8342.0,Tonnes,1.445,Tonnes/Hectare
52307,2000-2001,Uttar Pradesh,9,Varanasi,187,Bajra,103.0,Cereals,Kharif,5203.0,Hectare,5069.0,Tonnes,0.974,Tonnes/Hectare
52308,2000-2001,Uttar Pradesh,9,Varanasi,187,Barley,107.0,Cereals,Rabi,298.0,Hectare,380.0,Tonnes,1.275,Tonnes/Hectare
52309,2000-2001,Uttar Pradesh,9,Varanasi,187,Gram,201.0,Pulses,Rabi,3104.0,Hectare,2988.0,Tonnes,0.963,Tonnes/Hectare
52310,2000-2001,Uttar Pradesh,9,Varanasi,187,Jowar,102.0,Cereals,Kharif,2984.0,Hectare,2689.0,Tonnes,0.901,Tonnes/Hectare
52311,2000-2001,Uttar Pradesh,9,Varanasi,187,Linseed,1005.0,Oilseeds,Rabi,2039.0,Hectare,871.0,Tonnes,0.427,Tonnes/Hectare
52312,2000-2001,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Kharif,5922.0,Hectare,8301.0,Tonnes,1.402,Tonnes/Hectare
52313,2000-2001,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Rabi,18.0,Hectare,29.0,Tonnes,1.611,Tonnes/Hectare
52314,2000-2001,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Total,5940.0,Hectare,8330.0,Tonnes,1.402,Tonnes/Hectare
52315,2000-2001,Uttar Pradesh,9,Varanasi,187,Masoor,205.0,Pulses,Rabi,281.0,Hectare,149.0,Tonnes,0.53,Tonnes/Hectare
52316,2000-2001,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Kharif,514.0,Hectare,156.0,Tonnes,0.304,Tonnes/Hectare
52317,2000-2001,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Rabi,15.0,Hectare,9.0,Tonnes,0.6,Tonnes/Hectare
52318,2000-2001,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Total,529.0,Hectare,165.0,Tonnes,0.312,Tonnes/Hectare
52319,2000-2001,Uttar Pradesh,9,Varanasi,187,Peas & Beans (Pulses),213.0,Pulses,Rabi,2420.0,Hectare,2870.0,Tonnes,1.186,Tonnes/Hectare
52320,2000-2001,Uttar Pradesh,9,Varanasi,187,Potato,701.0,Vegetable,Whole Year,4163.0,Hectare,94330.0,Tonnes,22.659,Tonnes/Hectare
52321,2000-2001,Uttar Pradesh,9,Varanasi,187,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,689.0,Hectare,689.0,Tonnes,1.0,Tonnes/Hectare
52322,2000-2001,Uttar Pradesh,9,Varanasi,187,Rice,101.0,Cereals,Kharif,50174.0,Hectare,120656.0,Tonnes,2.405,Tonnes/Hectare
52323,2000-2001,Uttar Pradesh,9,Varanasi,187,Sesamum,1003.0,Oilseeds,Kharif,34.0,Hectare,5.0,Tonnes,0.147,Tonnes/Hectare
52324,2000-2001,Uttar Pradesh,9,Varanasi,187,Sugarcane,401.0,Sugar,Whole Year,8717.0,Hectare,282884.0,Tonnes,32.452,Tonnes/Hectare
52325,2000-2001,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Kharif,2269.0,Hectare,1584.0,Tonnes,0.698,Tonnes/Hectare
52326,2000-2001,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Rabi,1.0,Hectare,0.1,Tonnes,0.1,Tonnes/Hectare
52327,2000-2001,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Total,2270.0,Hectare,1584.1,Tonnes,0.698,Tonnes/Hectare
52328,2000-2001,Uttar Pradesh,9,Varanasi,187,Wheat,106.0,Cereals,Rabi,67491.0,Hectare,170635.0,Tonnes,2.528,Tonnes/Hectare
55679,2001-2002,Bihar,10,Purnia,214,Arhar/Tur,202.0,Pulses,Kharif,156.0,Hectare,187.0,Tonnes,1.199,Tonnes/Hectare
55680,2001-2002,Bihar,10,Purnia,214,Banana,606.0,Fruits,Whole Year,2573.0,Hectare,5352.0,Tonnes,2.08,Tonnes/Hectare
55681,2001-2002,Bihar,10,Purnia,214,Barley,107.0,Cereals,Rabi,225.0,Hectare,282.0,Tonnes,1.253,Tonnes/Hectare
55682,2001-2002,Bihar,10,Purnia,214,Coriander,509.0,Spices,Whole Year,40.0,Hectare,22.0,Tonnes,0.55,Tonnes/Hectare
55683,2001-2002,Bihar,10,Purnia,214,Dry Chillies,502.0,Spices,Whole Year,85.0,Hectare,68.0,Tonnes,0.8,Tonnes/Hectare
55684,2001-2002,Bihar,10,Purnia,214,Garlic,508.0,Spices,Whole Year,84.0,Hectare,123.0,Tonnes,1.464,Tonnes/Hectare
55685,2001-2002,Bihar,10,Purnia,214,Ginger,503.0,Spices,Kharif,3.0,Hectare,4.0,Tonnes,1.333,Tonnes/Hectare
55686,2001-2002,Bihar,10,Purnia,214,Gram,201.0,Pulses,Rabi,39.0,Hectare,24.0,Tonnes,0.615,Tonnes/Hectare
55687,2001-2002,Bihar,10,Purnia,214,Horse-Gram,206.0,Pulses,Kharif,1038.0,Hectare,1026.0,Tonnes,0.988,Tonnes/Hectare
55688,2001-2002,Bihar,10,Purnia,214,Jute,1102.0,Fiber Crops,Kharif,20734.0,Hectare,137766.0,Tonnes,6.644,Tonnes/Hectare
55689,2001-2002,Bihar,10,Purnia,214,Khesari,521.0,Spices,Rabi,2393.0,Hectare,1134.0,Tonnes,0.474,Tonnes/Hectare
55690,2001-2002,Bihar,10,Purnia,214,Linseed,1005.0,Oilseeds,Rabi,1090.0,Hectare,337.0,Tonnes,0.309,Tonnes/Hectare
55691,2001-2002,Bihar,10,Purnia,214,Maize,104.0,Cereals,Autumn,10708.0,Hectare,18554.0,Tonnes,1.733,Tonnes/Hectare
55692,2001-2002,Bihar,10,Purnia,214,Maize,104.0,Cereals,Rabi,11327.0,Hectare,29756.0,Tonnes,2.627,Tonnes/Hectare
55693,2001-2002,Bihar,10,Purnia,214,Maize,104.0,Cereals,Summer,17807.0,Hectare,45659.0,Tonnes,2.564,Tonnes/Hectare
55694,2001-2002,Bihar,10,Purnia,214,Maize,104.0,Cereals,Total,39842.0,Hectare,93969.0,Tonnes,2.359,Tonnes/Hectare
55695,2001-2002,Bihar,10,Purnia,214,Masoor,205.0,Pulses,Rabi,3919.0,Hectare,2297.0,Tonnes,0.586,Tonnes/Hectare
55696,2001-2002,Bihar,10,Purnia,214,Mesta,1103.0,Fiber Crops,Kharif,3724.0,Hectare,25468.0,Tonnes,6.839,Tonnes/Hectare
55697,2001-2002,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Kharif,3997.0,Hectare,1888.0,Tonnes,0.472,Tonnes/Hectare
55698,2001-2002,Bihar,10,Purnia,214,Onion,708.0,Vegetable,Whole Year,436.0,Hectare,3549.0,Tonnes,8.14,Tonnes/Hectare
55699,2001-2002,Bihar,10,Purnia,214,Other Kharif Pulses,288.0,Pulses,Kharif,215.0,Hectare,125.0,Tonnes,0.581,Tonnes/Hectare
55700,2001-2002,Bihar,10,Purnia,214,Peas & Beans (Pulses),213.0,Pulses,Rabi,777.0,Hectare,788.0,Tonnes,1.014,Tonnes/Hectare
55701,2001-2002,Bihar,10,Purnia,214,Potato,701.0,Vegetable,Whole Year,11866.0,Hectare,94470.0,Tonnes,7.961,Tonnes/Hectare
55702,2001-2002,Bihar,10,Purnia,214,Ragi,105.0,Cereals,Kharif,99.0,Hectare,74.0,Tonnes,0.747,Tonnes/Hectare
55703,2001-2002,Bihar,10,Purnia,214,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,4010.0,Hectare,2434.0,Tonnes,0.607,Tonnes/Hectare
55704,2001-2002,Bihar,10,Purnia,214,Rice,101.0,Cereals,Autumn,77801.0,Hectare,63333.0,Tonnes,0.814,Tonnes/Hectare
55705,2001-2002,Bihar,10,Purnia,214,Rice,101.0,Cereals,Kharif,20748.0,Hectare,43473.0,Tonnes,2.095,Tonnes/Hectare
55706,2001-2002,Bihar,10,Purnia,214,Rice,101.0,Cereals,Summer,21846.0,Hectare,38924.0,Tonnes,1.782,Tonnes/Hectare
55707,2001-2002,Bihar,10,Purnia,214,Rice,101.0,Cereals,Total,120395.0,Hectare,145730.0,Tonnes,1.21,Tonnes/Hectare
55708,2001-2002,Bihar,10,Purnia,214,Small Millets,108.0,Cereals,Kharif,143.0,Hectare,113.0,Tonnes,0.79,Tonnes/Hectare
55709,2001-2002,Bihar,10,Purnia,214,Sugarcane,401.0,Sugar,Whole Year,274.0,Hectare,12694.0,Tonnes,46.328,Tonnes/Hectare
55710,2001-2002,Bihar,10,Purnia,214,Sunflower,1007.0,Oilseeds,Kharif,3208.0,Hectare,3752.0,Tonnes,1.17,Tonnes/Hectare
55711,2001-2002,Bihar,10,Purnia,214,Sweet Potato,703.0,Vegetable,Whole Year,97.0,Hectare,1058.0,Tonnes,10.907,Tonnes/Hectare
55712,2001-2002,Bihar,10,Purnia,214,Tobacco,1302.0,Drugs And Narcotics,Whole Year,10.0,Hectare,12.0,Tonnes,1.2,Tonnes/Hectare
55713,2001-2002,Bihar,10,Purnia,214,Turmeric,504.0,Spices,Whole Year,34.0,Hectare,68.0,Tonnes,2.0,Tonnes/Hectare
55714,2001-2002,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,1499.0,Hectare,960.0,Tonnes,0.64,Tonnes/Hectare
55715,2001-2002,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,58812.0,Hectare,91884.0,Tonnes,1.562,Tonnes/Hectare
57225,2001-2002,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,1014.0,Hectare,500.0,Tonnes,0.493,Tonnes/Hectare
57226,2001-2002,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,55372.0,Hectare,80000.0,Tonnes,1.445,Tonnes/Hectare
57227,2001-2002,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,2634.0,Hectare,8000.0,Tonnes,3.037,Tonnes/Hectare
57228,2001-2002,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,183.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
57229,2001-2002,Haryana,6,Gurugram,62,Dry Chillies,502.0,Spices,Whole Year,11.0,Hectare,0.0,Tonnes,0.0,Tonnes/Hectare
57230,2001-2002,Haryana,6,Gurugram,62,Gram,201.0,Pulses,Rabi,1600.0,Hectare,1000.0,Tonnes,0.625,Tonnes/Hectare
